Recall Reason,Category,Score
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"During an internal investigation, ACS identified that several components were ""piggybacked"" to ACS trays and subjected to the ACS sterilization process. There is no supporting documentation stating the ""piggybacked"" components were assessed to determine if they were suitable for exposure to elevated temperatures for an extended period of time and further exposure to sterilization. As a result, the  piggybacked  components may (1) have a loss/lack of functionality, (2) loss of drug efficacy, if applicable, and (3) may have had higher than specified EO residuals.",Operation or Functional Issues,1.0
"System may exhibit a loss of imaging functionality and data due to an issue which can cause the system to continuously restart. If the issue occurs during a procedure, there may be a delay and/or abortion of the procedure.",Operation or Functional Issues,1.0
"There is the potential for incomplete staple line formation during the firing sequence, without most or all staples, which may lead to insufficient tissue apposition that could require surgical intervention. This may result in bleeding, prolonged surgery, or surgical delay.",Manufacturing Defects,0.7402039170265198
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"BD (C.R. Bard) has received user complaints reporting that during use of BD Bard NG Sump Tubes with ENFit Connectors, inadequate or reduced suction, decompression, and drainage occurred.",Manufacturing Defects,1.0
"Beckman Coulter has become aware that the cannula, which is found in the Flowcell and the iQClear Rinse Waste Well Assembly, may rust. Rust from the cannula has the potential to generate erroneous results.",Design/Component Flaws,0.7054837346076965
"Beckman Coulter has become aware that the cannula, which is found in the Flowcell and the iQClear Rinse Waste Well Assembly, may rust. Rust from the cannula has the potential to generate erroneous results.",Design/Component Flaws,0.7054837346076965
"Beckman Coulter has become aware that the cannula, which is found in the Flowcell and the iQClear Rinse Waste Well Assembly, may rust. Rust from the cannula has the potential to generate erroneous results.",Design/Component Flaws,0.7054837346076965
"Beckman Coulter has become aware that the cannula, which is found in the Flowcell and the iQClear Rinse Waste Well Assembly, may rust. Rust from the cannula has the potential to generate erroneous results.",Design/Component Flaws,0.7054837346076965
An issue on the Dual Live Compare feature on the bkActiv system could result in a measurement error.,Software Issues,0.7230554819107056
"Knee batteries may need replacement with conforming batteries to ensure there isn't a failure to turn on the device, or an unexpected shutdown, which is a momentary loss of power to the knee where the user may experience loss of support that can lead to a fall and potential injury.",Manufacturing Defects,0.7431172132492065
"Tissue oxygenation measurement system touchscreens may be unresponsive, which may prevent the viewing of oxygenation images.",Design/Component Flaws,0.7739461064338684
"When the catheters are used with the EnSiteX EP System, the system does not correctly recognize the catheter as the appropriate product model and instead reads and displays it as a different model.  This results in some features specific to the catheter do not appear on the display and the catheter image may also appear inverted.",Manufacturing Defects,1.0
"DiaSorin has identified that lots 136344, 136344A, 136344B, 136344C, 136520, 136520A, 136520B, 136520C, 136604, 136703, 136703A, 136703B, 136703C
136775of LIAISON HSV-2 Type Specific IgG assay may produce increased equivocal and/or false positive results.",Design/Component Flaws,0.6947674751281738
"An incorrect electrical shock warning label may have been placed on the Liquid Cooling Cabinet (LCC) of affected MR systems. The caution symbol on the incorrect label has a white background instead of yellow, and the label is missing the high voltage warning symbol. This presents a potential risk of electrical shock for service personnel.",Design/Component Flaws,0.7573672533035278
"An incorrect electrical shock warning label may have been placed on the Liquid Cooling Cabinet (LCC) of affected MR systems. The caution symbol on the incorrect label has a white background instead of yellow, and the label is missing the high voltage warning symbol. This presents a potential risk of electrical shock for service personnel.",Design/Component Flaws,0.7573672533035278
"An incorrect electrical shock warning label may have been placed on the Liquid Cooling Cabinet (LCC) of affected MR systems. The caution symbol on the incorrect label has a white background instead of yellow, and the label is missing the high voltage warning symbol. This presents a potential risk of electrical shock for service personnel.",Design/Component Flaws,0.7573672533035278
"An incorrect electrical shock warning label may have been placed on the Liquid Cooling Cabinet (LCC) of affected MR systems. The caution symbol on the incorrect label has a white background instead of yellow, and the label is missing the high voltage warning symbol. This presents a potential risk of electrical shock for service personnel.",Design/Component Flaws,0.7573672533035278
"An incorrect electrical shock warning label may have been placed on the Liquid Cooling Cabinet (LCC) of affected MR systems. The caution symbol on the incorrect label has a white background instead of yellow, and the label is missing the high voltage warning symbol. This presents a potential risk of electrical shock for service personnel.",Design/Component Flaws,0.7573672533035278
"An incorrect electrical shock warning label may have been placed on the Liquid Cooling Cabinet (LCC) of affected MR systems. The caution symbol on the incorrect label has a white background instead of yellow, and the label is missing the high voltage warning symbol. This presents a potential risk of electrical shock for service personnel.",Design/Component Flaws,0.7573672533035278
Complaints that specific samples produced false positive EliA GBM results. A positive signal was present when these samples were tested for coating-solution reactivity using EliA wells without antigen.,Design/Component Flaws,0.7227251529693604
Due to potential false positive Flu B results when a sample was also SARS-CoV-2 positive.,Manufacturing Defects,0.7098110318183899
Some parts have fallen off the equipment resulting in a safety risk to patients and/or users.,Manufacturing Defects,0.7835903763771057
"Medtronic has discovered an instance in which the Intellis A710 Clinician Programmer Application (CP App) could no longer establish a session with the Implantable Neurostimulator (INS) which resulted in the inability for the clinician to adjust stimulation parameters. In the event of this issue, the patient may receive inadequate or excessive therapy and experience non-optimal pain relief.",Design/Component Flaws,0.7196710109710693
"During internal review of Polaris battery assembly data from the HiPot operation, a test systems engineer noticed that some batteries had gone through the High Potential test twice. This was able to occur because the test screen did not prevent retesting after a failure. Some batteries were therefore retested and passed.",Design/Component Flaws,1.0
"Laser system's spot tracking system may become misaligned resulting in the possible risk of delivery of higher-than-expected laser energy to epidermal tissue, which may cause blistering.",Design/Component Flaws,0.7644211053848267
Sterility of Ultrasound gel can not be guaranteed.,Contamination or Sterility Issues,1.0
The incorrect device is contained in the labeled package.,Design/Component Flaws,0.7196947932243347
Affected lots may experience increased calibration failures or an increase in falsely elevated results.,Manufacturing Defects,0.7435097098350525
"A calibration error associated with the Flat Panel Fluoroscopy Fixture when used with ExcelsiusGPS for fluoroscopy workflow may lead to inaccurate navigation, which may result in device misplacement.",Design/Component Flaws,0.7864505648612976
"CK Total in Calibration Serum Level 3, CAL2351, is running with a positive bias on RX Series instruments compared to other methods experience a shift in Quality Control and patient sample recovery of up to 13%.",Software Issues,0.7134478688240051
Mislabeled: Angle and height of the device marked as L(large) corresponds to the small/medium dimensions due to a product mix-up. This may result in too little bone material  resected and not fit correctly leading to extended surgery time,Design/Component Flaws,0.7316126823425293
"There have been transcription errors on the Instructions For Use (IFU) of the Calibration Serum
Level 3 (CAL2351 lot 1260UE, 1262UE and 1315UE) for target values of Bilirubin and Triglycerides, on the
IFU of Human Assayed Multi-Sera Level 2 (HN1530) for TBIC taget value and on IFU of Human Assayed
Multi-Sera Level 3 (HE 1532) for Lipase target value.",Design/Component Flaws,0.6509506702423096
"Target for Alkaline Phosphatase (ALP) for the AMP
optimized to IFCC 37¿C method has been mis-assigned for the RX Series instruments by approximately 10% on Quality Control and patient samples


",Design/Component Flaws,0.7426883578300476
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
A potential for a light system to fall in the operating room.,Software Issues,0.7693562507629395
"The above-listed lots of Cardinal Health Medi-Vac CRD"" Suction Canister Liners 1L may experience loss of suction on low or low intermittent suction settings, due to a misalignment of the liner with the outer hard canister.",Design/Component Flaws,0.6534167528152466
"The above-listed lots of Cardinal Health Medi-Vac CRD"" Suction Canister Liners 1L may experience loss of suction on low or low intermittent suction settings, due to a misalignment of the liner with the outer hard canister.",Design/Component Flaws,0.6534167528152466
"The above-listed lots of Cardinal Health Medi-Vac CRD"" Suction Canister Liners 1L may experience loss of suction on low or low intermittent suction settings, due to a misalignment of the liner with the outer hard canister.",Design/Component Flaws,0.6534167528152466
Wrong structures imported into the GammaPod Treatment Planning System.-system allowed an RTSS generated from a previous CT scan to be selected,Software Issues,0.7430927753448486
"Olympus identified inconsistencies in the Instructions for Use regarding cleaning the fiber tip and fiber cleaving and stripping instructions. Following the current instructions presents the potential for the fiber to break during use, which may cause burns, procedure delays, prolonged surgery, and foreign body in patient.",Manufacturing Defects,0.7163079977035522
"Breathing circuit reservoir bag may be assembled at the wrong attachment point, which will result in less than optimal therapy.",Software Issues,0.7282164692878723
"Due to an assembly error within the breathing circuit, their pressure output of the breathing circuit kit can be affected and have severe  impact to the end user",Design/Component Flaws,0.7104623317718506
"An incorrect stopper was used in nine lots of 10mL BD PosiFlush Normal Saline Flush Syringes with General Pump Compatibility. The use of BD PosiFlush Prefilled Flush Syringes with this stopper causes an increase in injection force, which has the potential to trigger alarms if used with a syringe pump.",Design/Component Flaws,0.7025511264801025
COVID-19 rapid antigen at home tests were released with an incorrect expiration date of 05 April 2024 when the correct expiration should be 21 February 2024. Expired tests could produce invalid or inaccurate results.,Expiry Issues,1.0
Bandage Scissors handle cover component contains an incorrect color masterbatch resin carrier. This may allow a pink dye/residue to appear on the Bandage Scissors and/or sterilization pouches after processing.,Design/Component Flaws,0.7189887166023254
"There is a manufacturing defect affecting specific rotator lots. Within this population, the inner diameter of the device",Manufacturing Defects,1.0
"There is a manufacturing defect affecting specific rotator lots. Within this population, the inner diameter of the device",Manufacturing Defects,1.0
"There is a manufacturing defect affecting specific rotator lots. Within this population, the inner diameter of the device",Manufacturing Defects,1.0
"There is a manufacturing defect affecting specific rotator lots. Within this population, the inner diameter of the device",Manufacturing Defects,1.0
"There is a manufacturing defect affecting specific rotator lots. Within this population, the inner diameter of the device",Manufacturing Defects,1.0
"There is a manufacturing defect affecting specific rotator lots. Within this population, the inner diameter of the device",Manufacturing Defects,1.0
"There is a manufacturing defect affecting specific rotator lots. Within this population, the inner diameter of the device",Manufacturing Defects,1.0
"There is a manufacturing defect affecting specific rotator lots. Within this population, the inner diameter of the device",Manufacturing Defects,1.0
"There is a manufacturing defect affecting specific rotator lots. Within this population, the inner diameter of the device",Manufacturing Defects,1.0
"If using affected glucose monitoring app on Android 13 Operating System, extended periods of signal loss may be experienced, due to app not connected, which could impact ability to receive glucose reading/alarms, which could lead to undetected low or high glucose, which could result in delayed treatment: not taking insulin (for high glucose), or not taking glucose (for low glucose) when required.",Design/Component Flaws,0.714397668838501
Due to intraocular lens containing an angle out of specification (OOS).  The cylinder axis marks do not meet product specifications for the allowable angle between Low Power Meridian (LPM) and toric cylinder axis marks.,Design/Component Flaws,0.8348373770713806
"Tubes have missing additive/anticoagulant resulting in clotting in most cases. A completely clotted sample would lead to no results being reported, which could lead to a delay in treatment or diagnosis. An erroneous glucose or lactose result from a partially clotted sample could lead to inappropriate treatment. 
",Manufacturing Defects,0.6861382126808167
Push notifications may fail to send to the user under certain conditions. This could potentially result in patient harm due to delay in detection of a change in patient condition.,Manufacturing Defects,0.7635253071784973
Push notifications may fail to send to the user under certain conditions. This could potentially result in patient harm due to delay in detection of a change in patient condition.,Manufacturing Defects,0.7635253071784973
Surgical convenience kits were manufactured with a component which was subsequently recalled by Nurse Assist.,Design/Component Flaws,0.6685028672218323
"Express chest drains are pre-packaged with sterile water syringes which have bene recalled. If the device is not kept in an upright position, the patient may be exposed to infectious material. Subsequent hazards include but are not limited to infection, abscess, sepsis, and death.",Manufacturing Defects,0.7131307125091553
"Express chest drains are pre-packaged with sterile water syringes which have bene recalled. If the device is not kept in an upright position, the patient may be exposed to infectious material. Subsequent hazards include but are not limited to infection, abscess, sepsis, and death.",Manufacturing Defects,0.7131307125091553
The MINC+ device is susceptible to losing temperature control of electrostatic discharge (static electricity) is applied to the lid of the device. This may lead to embryo degeneration necessitating an additional medical procedure for the patient.,Design/Component Flaws,0.7670618891716003
Affected products may potentially have a breached sterile pouch seal. A breached sterile pouch seal may lead to minor procedure delays (if noticed prior to use) or patient infections (if not noticed prior to use in patient).,Manufacturing Defects,0.7458634972572327
"If the Patient Interface Monitor (PIM) Cable is plugged/unplugged frequently as part of daily operation, the connector and wire may disconnect from the welding point, which may result in intermittent loss of the ECG signal. Loss of ECG signal may lead to the decision to rescan the patient or delay in diagnosis during a clinical emergency.",Manufacturing Defects,1.0
Multiple software issues that affect device functionality.,Operation or Functional Issues,1.0
"It was determined that the Endotracheal Tube Holder included in certain kits is not compatible with a cricothyrotomy procedure, leaving practitioners without the necessary means to secure the inserted endotracheal tube.",Design/Component Flaws,0.6953171491622925
"It was determined that the Endotracheal Tube Holder included in certain kits is not compatible with a cricothyrotomy procedure, leaving practitioners without the necessary means to secure the inserted endotracheal tube.",Design/Component Flaws,0.6953171491622925
Backrest platform stress fracture - the table is not operational in an inclined position,Design/Component Flaws,1.0
Backrest platform stress fracture - the table is not operational in an inclined position,Design/Component Flaws,1.0
Backrest platform stress fracture - the table is not operational in an inclined position,Design/Component Flaws,1.0
Backrest platform stress fracture - the table is not operational in an inclined position,Design/Component Flaws,1.0
The strippers and cleavers are provided non-sterile and labelled as reusable/autoclavable. Olympus does not have validated cleaning and sterilization instructions. Use of a non-sterile fiber stripper or cleaver on a sterile fiber poses a risk of contamination.,Contamination or Sterility Issues,1.0
The strippers and cleavers are provided non-sterile and labelled as reusable/autoclavable. Olympus does not have validated cleaning and sterilization instructions. Use of a non-sterile fiber stripper or cleaver on a sterile fiber poses a risk of contamination.,Contamination or Sterility Issues,1.0
Risk of polyimide particulate matter being present on the endoscopic harvesting vessel system.  This issue may result in polyimide particulate matter being introduced into the arterial conduit for patients undergoing a coronary artery bypass graft (CABG) or peripheral bypass graft surgery.,Design/Component Flaws,0.6972605586051941
Risk of polyimide particulate matter being present on the endoscopic harvesting vessel system.  This issue may result in polyimide particulate matter being introduced into the arterial conduit for patients undergoing a coronary artery bypass graft (CABG) or peripheral bypass graft surgery.,Design/Component Flaws,0.6972605586051941
"Potential for baseplate peripheral holes to be out of specification due to a manufacturing issue, which could lead to loosening of the implant, or the screw moving from its original position.",Manufacturing Defects,0.6955835819244385
Surgical gowns were manufactured with the wrong sleeve.,Other,0.5962159037590027
"Instructions for Use have been updated to add the following warning: Use only M4 screws with the length of 14   16 mm when mounting Ambu aView 2 Advance on a VESA interface. Using longer screw lengths will penetrate the lithium-ion battery and result in a fire hazard and battery leakage which can cause severe burns, smoke inhalation and skin irritation. Using shorter screw lengths could result in unsecure device fastening.",Design/Component Flaws,1.0
"Ortho-Clinical Diagnostics, Inc. is recalling QMS Tacrolimus Calibrators, Lot 74859619 expiry date: May 11, 2024, due to improper storage that is expected to degrade the quality of the calibrator and render it unsuitable for use. Use of the affected lot may results in erroneous calibration results, causing delay in testing.",Design/Component Flaws,0.743498682975769
The sealed magnet will experience uncontrolled shutdown known as Loss-of-Field (LoF) if the magnet loses cryo-cooling (e.g. caused by a power outage on site.),Design/Component Flaws,0.7168707847595215
Possibility that the user is unable to resolve drill disconnection error messages.,Manufacturing Defects,0.655947208404541
"In rare cases, the lever of the throttle can get temporarily stuck during the movement and does not come back to its neutral point by itself. If this happens during usage, an unwanted movement of the chair could be the result. An unwanted movement could result in damage to the wheelchair, material damage around the chair and/or injury to the user, attendant or by-standers.",Design/Component Flaws,0.6792489290237427
"Labeling for affected lots incorrectly indicates the expiration date is 10/31/2023. However, the correct expiration date is 10/31/2022. Use of the product after its expiration may cause false positive, false negative, or invalid results.",Expiry Issues,1.0
Potential distortion identified in electrocardiogram (ECG) readings when the Source Consistency Filter (SCF) is enabled.,Design/Component Flaws,0.6942387223243713
Potential distortion identified in electrocardiogram (ECG) readings when the Source Consistency Filter (SCF) is enabled.,Design/Component Flaws,0.6942387223243713
Potential distortion identified in electrocardiogram (ECG) readings when the Source Consistency Filter (SCF) is enabled.,Design/Component Flaws,0.6942387223243713
"icotec has received notification of one revision that had to be carried out because nut screws had become loose. During the investigation of the device involved, it was detected that the torque limiting function of the wrench used to tighten the nut screws during implantation was not functioning correctly. Due to the malfunction, the nut screws may not have been tightened sufficiently.",Operation or Functional Issues,1.0
"icotec has received notification of one revision that had to be carried out because nut screws had become loose. During the investigation of the device involved, it was detected that the torque limiting function of the wrench used to tighten the nut screws during implantation was not functioning correctly. Due to the malfunction, the nut screws may not have been tightened sufficiently.",Operation or Functional Issues,1.0
"A manufacturing event may contribute to elevated rates of false negative results while using gastrointestinal panel and respiratory panel, which could lead to inappropriate antibiotic treatment, no treatment, delay of treatment, and may provide false assurance to someone with a true infection, delayed identification of an outbreak, and may result in additional transmission.",Manufacturing Defects,0.7467359900474548
"A manufacturing event may contribute to elevated rates of false negative results while using gastrointestinal panel and respiratory panel, which could lead to inappropriate antibiotic treatment, no treatment, delay of treatment, and may provide false assurance to someone with a true infection, delayed identification of an outbreak, and may result in additional transmission.",Manufacturing Defects,0.7467359900474548
"Their is the potential that the percutaneous pin may have a cross-pin that may render the pin unable to fit into tap cap, or too tight to remove.",Manufacturing Defects,0.7101414799690247
"Their is the potential that the percutaneous pin may have a cross-pin that may render the pin unable to fit into tap cap, or too tight to remove.",Manufacturing Defects,0.7101414799690247
"Reports of a pink or green coloration of the image. If the issue is encountered during a procedure, device exchange could potentially result in prolonged surgery; potential visual impacts mucosal injury or bleeding may occur.",Design/Component Flaws,0.7549957633018494
New User Manual with additional instructions for use and a hose and mask adapter provided by the device manufacturer. This voluntary recall is intended to help reduce potential health risks of exposure to ozone gas after the use of a SoClean device.,Design/Component Flaws,0.7750517725944519
New User Manual with additional instructions for use and a hose and mask adapter provided by the device manufacturer. This voluntary recall is intended to help reduce potential health risks of exposure to ozone gas after the use of a SoClean device.,Design/Component Flaws,0.7750517725944519
"Firm received reports of customers experiencing noise from the NIM System, lead-off or high impedance issues, or loss of/intermittent nerve monitoring,",Design/Component Flaws,0.7288863658905029
The possibility of the Sensis documentation functionality application to crash.,Operation or Functional Issues,1.0
Olympus has updated the instructions for use: Reusable cleaning brushes have been removed from the manual cleaning. Single use brushes remain compatible.,Software Issues,0.6979137659072876
Olympus has updated the instructions for use: Reusable cleaning brushes have been removed from the manual cleaning. Single use brushes remain compatible.,Software Issues,0.6979137659072876
Olympus has updated the instructions for use: Reusable cleaning brushes have been removed from the manual cleaning. Single use brushes remain compatible.,Software Issues,0.6979137659072876
Olympus has updated the instructions for use: Reusable cleaning brushes have been removed from the manual cleaning. Single use brushes remain compatible.,Software Issues,0.6979137659072876
Olympus has updated the instructions for use: Reusable cleaning brushes have been removed from the manual cleaning. Single use brushes remain compatible.,Software Issues,0.6979137659072876
Olympus has updated the instructions for use: Reusable cleaning brushes have been removed from the manual cleaning. Single use brushes remain compatible.,Software Issues,0.6979137659072876
Olympus has updated the instructions for use: Reusable cleaning brushes have been removed from the manual cleaning. Single use brushes remain compatible.,Software Issues,0.6979137659072876
Olympus has updated the instructions for use: Reusable cleaning brushes have been removed from the manual cleaning. Single use brushes remain compatible.,Software Issues,0.6979137659072876
Olympus has updated the instructions for use: Reusable cleaning brushes have been removed from the manual cleaning. Single use brushes remain compatible.,Software Issues,0.6979137659072876
"The devices contain a dry natural rubber (latex) subcomponent, which are not labeled as containing dry natural rubber(latex).",Software Issues,0.6361714601516724
"The devices contain a dry natural rubber (latex) subcomponent, which are not labeled as containing dry natural rubber(latex).",Software Issues,0.6361714601516724
"The devices contain a dry natural rubber (latex) subcomponent, which are not labeled as containing dry natural rubber(latex).",Software Issues,0.6361714601516724
"The software application on the Programmer/Recorder/Monitor (PRM) for Implantable Pulse Generators will display certain diagnostic dates incorrectly, with a year in the 1990s.",Design/Component Flaws,0.7558861970901489
