Product Description,Type,Score
RANDOX Total Bilirubin.,Blood Pumps,0.6175105571746826
"Luminex VERIGENE BC-GP Utility Tray (5-Pack Carrier), Gram-Positive Blood Culture Nucleic Acid Test, REF 20-011-018, a component of the Luminex VERIGENE BC-GP Utility Kit, REF 20-012-018, containing 20 tests.",Other,0.5557428002357483
"STAT-Site M BHB Test Strips, used with STAT-SITE M Beta-HB Meter as an in vitro diagnostic for blood ketone values.

",Blood Pumps,0.7338550686836243
"Integra Cranial access kit (without Prep solutions) Bit and Guard-For access to the subarachnoid space or the lateral ventricles of the brain.
Catalog Number: INS5HND",Blood Pumps,0.7221193313598633
"Integra Cranial Access Kit	-For access to the subarachnoid space or the lateral ventricles of the brain.	
Catalog Number: INS7270",Blood Pumps,0.7297836542129517
"Integra Cranial Access Kit	-	For access to the subarachnoid space or the lateral ventricles of the brain.
Catalog Number: INS7040",Blood Pumps,0.7252218723297119
"Integra¿ Cranial Access Kit-For access to the subarachnoid space or the lateral ventricles of the brain.
Catalog Number: INS7280",Blood Pumps,0.7215586304664612
"Integra Cranial Access Kit-For access to the subarachnoid space or the lateral ventricles of the brain.
Catalog Number: INS7260",Blood Pumps,0.7252219319343567
"Integra Cranial Access Kit-	For access to the subarachnoid space or the lateral ventricles of the brain.
Catalog Number: INS7250",Blood Pumps,0.7349022626876831
"Integra¿ Cranial Access Kit-For access to the subarachnoid space or the lateral ventricles of the brain.
Catalog Number: HITHSP06",Blood Pumps,0.7215586304664612
"Integra Cranial Access Kit-For access to the subarachnoid space or the lateral ventricles of the brain.
Catalog Number: HITHSP04",Blood Pumps,0.7252219319343567
"Combo Kit Consists OF 10-110/INS-4500/INS-7040- For access to the subarachnoid space or the lateral ventricles of the brain.
Catalog Number: 31004",Blood Pumps,0.701429545879364
"vyaire Flexible Patient Circuit, 3100A, REF 29028-003, intended to be used with the 3100A High Frequency Oscillatory Ventilator (HFOV)",Ventilation and Respiratory Devices,1.0
"vyaire Flexible Patient Circuit, 3100A, REF 29028-004, intended to be used with the 3100A High Frequency Oscillatory Ventilator (HFOV)",Ventilation and Respiratory Devices,1.0
"Remington MEDICAL Drainage Bag, REF 600-D;",Catheters,1.0
"Infusomat Administration Sets as listed below:

362031 
Infusomat Space Pump Set with Caresite Injection Site;  

362032 
15 drops/mL, priming volume: 22mL, length: 119in, SafeLine;  

362033 
UNIV. 15 DR PUMP SET, 1.2 FIL, 2 CRSITE; 

362034 
Priming volume: 19mL, length: 120in, SafeLine; 

362035 
INFUSOMAT SPACE PUMP IV SET;  

362043 
Priming volume: 39mL, length: 120in, SafeLine;  

362050 
15 drops/mL, priming volume: 26mL, length: 124in, SafeLine;  

362420 
SPACE PUMP SET 15 DROP W/2 SAFEDAY;  

362432 
15 drops/mL, priming volume: 21mL, length: 118in, ULTRASITE;  

362911 
Priming volume: 14mL, length: 84in, CARESITE, Spin-Lock;  

363010 
Priming volume: 21mL, length: 121in, SafeLine;  

363019 
Priming volume: 40mL, length: 123in, SafeLine;  

363030 
15 drops/mL, priming volume: 22mL, length: 119in, SafeLine;  

363032 
20 drops/mL, priming volume: 20mL, length: 119in, SafeLine;  

363230 
15 drops/mL, priming volume: 22mL, length: 123in, ULTRASITE;  

363410 
15 drops/mL, priming volume: 23mL, length: 119in, CARESITE;  

363419 
Priming volume: 41mL, length: 120in, CARESITE;  

363420 
15 drops/mL, priming volume: 24mL, length: 120in, CARESITE;  

363421 
15 drops/mL, priming volume: 22mL, length: 120in, CARESITE;  

363422 
Priming volume: 21mL, length: 130in, CARESITE;  

363423 
60 drops/mL, priming volume: 21mL, length: 118in, CARESITE;  

363424 
UNIV. 15 DR PUMP SET, 1.2FIL, 2CRSTE ASV;  

363430 
15 drops/mL, priming volume: 23mL, length: 123in, CARESITE;  

363433 
UNIV. 15 DROP PUMP SET, 3 CARESITE, ASV;  

363901 
60 drops/mL, priming volume: 11mL, length: 129in;  

363902 
Priming volume: 25mL, length: 130in;  

363904 
UNIV. 15 DROP PUMP SET, ASV;  

470119 
15 drops/mL, priming volume: 23mL, length: 119in, CARESITE;  

480254 
SPACE PUMP IV SET 15D, 110 IN.;  

480255 
SPACE PUMP IV SET, 127 IN;  

480257 
60 DROP NITRO SPACE SET, 88 IN.;  

480258 
15 DROP PUMP SET 1 SAFEDAY 0.2 FILTER;  

480263 
SPACE PUMP IV SET 15D, 90 IN.;  

480264 
SPACE PUMP IV SET, 15 DRPS/ML, 95 IN.; 

490037 
Priming volume: 25mL, length: 136in;  

490038 
60 drops/mL, priming volume: 11mL, length: 129in;  

490100 
15 drops/mL, priming volume: 22mL, length: 120in, CARESITE;  

490101 
Priming volume: 19mL, length: 120in, CARESITE;  

490102 
15 drops/mL, priming volume: 22mL, length: 120in, CARESITE;  

490103 
15 drops/mL, priming volume: 24mL, length: 120in, CARESITE;  

490104 
60 drops/mL, priming volume: 21mL, length: 115in, CARESITE;  

490105 
Priming volume: 39mL, length: 120in, CARESITE


",Anesthesia Equipment,0.6758109331130981
"ProCuity bed series, model number 3009, item number: 300900000000,",Other,0.5379172563552856
"ProCuity bed series, model number 3009, item number: 3009PX-L-100.",Other,0.5421035885810852
"ProCuity bed series, model number 3009, item number: 3009PX-L-200",Other,0.5073039531707764
"ProCuity bed series, model number 3009, item number: 3009PX-LE-400.",Other,0.5421035885810852
"ProCuity bed series, model number 3009, item number: 3009PX-LE-450.",Other,0.5421035885810852
"ProCuity bed series, model number 3009, item number: 3009PX-LEX-400.",Other,0.5421035885810852
"ProCuity bed series, model number 3009, item number: 3009PX-LEX-450.",Other,0.5421035885810852
"ProCuity bed series, model number 3009, item number: 3009PX-Z-450.",Other,0.5421035885810852
"ProCuity bed series, model number 3009, item number: 3009PX-ZM-450.",Other,0.5421035885810852
"ProCuity bed series, model number 3009, item number: 3009PX-ZM-600.",Other,0.5421035885810852
"ProCurity bed series, model number 3009, item number: 3009PX-ZMX-450.",Other,0.5421035885810852
"ProCurity bed series, model number 3009, item number: 3009PX-ZMX-600.",Other,0.5421035885810852
"ProCurity bed series, model number 3009, item number: 3009PX-ZX-450.",Other,0.5421035885810852
"QUANTUM TTC BILIARY BALLOON DILATOR, REF  QBD-10X3, Order Number G22657; used to dilate strictures of the biliary tree",Blood Pumps,0.6892451643943787
"QUANTUM TTC BILIARY BALLOON DILATOR, REF  QBD-10X3-E, Order Number G22667; used to dilate strictures of the biliary tree",Blood Pumps,0.6729122400283813
"QUANTUM TTC BILIARY BALLOON DILATOR, REF  QBD-4X3, Order Number G22654; used to dilate strictures of the biliary tree",Blood Pumps,0.6892451643943787
"QUANTUM TTC BILIARY BALLOON DILATOR, REF  QBD-6X3, Order Number G22655; used to dilate strictures of the biliary tree",Blood Pumps,0.6892451643943787
"QUANTUM TTC BILIARY BALLOON DILATOR, REF  QBD-6X3-E, Order Number G22765; used to dilate strictures of the biliary tree",Blood Pumps,0.6729122400283813
"QUANTUM TTC BILIARY BALLOON DILATOR, REF  QBD-8X3, Order Number G22656; used to dilate strictures of the biliary tree",Blood Pumps,0.6892451643943787
"QUANTUM TTC BILIARY BALLOON DILATOR, REF  QBD-8X3-E, Order Number G22766; used to dilate strictures of the biliary tree",Blood Pumps,0.6729122400283813
"Monarch Platform  REF MON-000005-01, 100-240V- 50/60Hz 1440w",Other,0.5202606320381165
"Monarch Platform  REF MON-000005-01R, 100-240V- 50/60Hz 1440w",Other,0.5517802238464355
Monarch Platform  REF MON-000006 100-240V- 50/60Hz 1440w,Other,0.5813712477684021
"CardioQuip Modular Cooler-Heater, Model:MCH-1000(m), Power: 115V-60hz,16A",Other,0.586510956287384
"CardioQuip Modular Cooler-Heater, Model:MCH-1000(i), Power: 115V-60hz,16A",Other,0.586510956287384
"Freedom Boom models series: F110, F120, F130, F320, F330, F350, F410, and F420 with built in 42A Lightweight Spring Arm part numbers 42A-43L, 42A-43M, 42A-43H, and 42A-43S. Ceiling mounted utilities and equipment dispensing system.",Blood Pumps,0.6224615573883057
"Atrium Firm PVC Thoracic Catheter 36FR Straight, part number 15036.",Catheters,1.0
"EVO+VISIAN Implantable Collamer Lens, REF:VICM5_12.1.  Phakic Intraocular lens.",Other,0.5655889511108398
"EVO+VISIAN Implantable Collamer Lens, REF: VICM5_12.6. Phakic Intraocular lens.",Other,0.5655889511108398
"EVO+VISIAN Implantable Collamer Lens, REF: VICM5_13.2.  Phakic Intraocular lens.",Other,0.5655889511108398
"EVO +VISIAN Implantable Collamer Lens, REF: VICM5_13.7.Phakic Intraocular lens.",Other,0.5379846096038818
"EVO VISIAN Implantable Collamer Lens, REF: VICMO12.1. Phakic Intraocular lens.",Other,0.5414045453071594
EVO VISIAN Implantable Collamer Lens REF: VICMO13.2. Phakic Intraocular lens.,Other,0.5509492754936218
"EVO+VISIAN Implantable Collamer Lens, REF: VTICM5_12.1. Phakic Toric Intraocular lens.",Other,0.5789884328842163
"EVO+VISIAN Implantable Collamer Lens, REF: VTICM5_12.6. Phakic Toric Intraocular lens.",Other,0.5789884328842163
"EVO+VISIAN Implantable Collamer Lens, REF: VTICM5_13.2.  Phakic Toric Intraocular lens.",Other,0.5789884328842163
"EVO+VISIAN Implantable Collamer Lens, REF:VTICM5_13.7. Phakic Toric Intraocular lens.",Other,0.5789884328842163
"EVO VISIAN Implantable Collamer Lens, REF: VICMO12.6. Phakic Intraocular lens.",Other,0.5414045453071594
"Automated Impella Controller (AIC), product number 0042-000-US with software versions V8.4 and V8.4.1.",Other,0.5546870231628418
"Automated Impella Controller (AIC), product number 0042-040-US with software versions V8.4 and V8.4.1.",Other,0.5522189736366272
"Atrium Oasis Dry Suction Water Seal Chest Drain, Part Number: 3600-100, DRAIN, OASIS SINGLE W/AC, 3600 SINGLE COLLECTION. 
",Catheters,1.0
"Atrium Oasis Dry Suction Water Seal Chest Drain, Part Number: 3650-100, DRAIN, OASIS BRU W/AC, 3650 ATS BLOOD RECOVERY
",Catheters,1.0
"HVAD (HeartWare Ventricular Assist Device) STERILE IMPLANT KIT, Model Number 1100",Cardiac Assist Devices,1.0
"STERILE HVAD (HeartWare Ventricular Assist Device) PUMP (US), Model Number 1101",Cardiac Assist Devices,1.0
"HVAD (HeartWare Ventricular Assist Device) STERILE IMPLANT KIT, Model Number 1102",Cardiac Assist Devices,1.0
"PUMP 1103 HVAD (HeartWare Ventricular Assist Device)  IMPLANT KIT, Model Number 1103",Cardiac Assist Devices,1.0
"PUMP 1104 HVAD (HeartWare Ventricular Assist Device) IMPLANT KIT, Model Number 1104",Cardiac Assist Devices,1.0
"1104CA-CLIN - HVAD (HeartWare Ventricular Assist Device) PUMP, Model Number 1104CA-CLIN",Cardiac Assist Devices,1.0
"PUMP 1104 HVAD (HeartWare Ventricular Assist Device) IMPLANT KIT EN JA, Model Number 1104JP",Cardiac Assist Devices,1.0
"HVAD (HeartWare Ventricular Assist Device) STERILE IMPLANT KIT/IMPLANT KIT OUS, Model Number 1205
",Cardiac Assist Devices,1.0
"PUMP MCS1705PU HVAD (HeartWare Ventricular Assist Device) IMPLANT KIT US, Model Number MCS1705PU
",Cardiac Assist Devices,1.0
"ELEKTA LIMITED Precise Digital Accelerator, REF MRT 6001, MRT 6011; Medical Charged-Particle Radiation Therapy System Accelerator, Linear",Infusion Pumps,0.6074433922767639
"ELEKTA LIMITED Elekta Synergy, REF MRT 8501, MRT 8511; Medical Charged-Particle Radiation Therapy System Accelerator, Linear",Infusion Pumps,0.6451122164726257
"ELEKTA LIMITED Elekta Synergy Platform, REF MRT 8501, MRT 8511; Medical Charged-Particle Radiation Therapy System Accelerator, Linear",Infusion Pumps,0.6435590386390686
"ELEKTA LIMITED Versa HD, REF XRT 2121, 2131; Medical Charged-Particle Radiation Therapy System Accelerator, Linear",Other,0.5953516960144043
"ELEKTA LIMITED Elekta Infinity, REF XRT 0511, XRT 0521, XRT 0531, XRT 0541; Medical Charged-Particle Radiation Therapy System Accelerator, Linear",Other,0.5385396480560303
"ELEKTA AXESSE, REF  XRT 2181, XRT 27891; Medical Charged-Particle Radiation Therapy System Accelerator, Linear",Other,0.5894302725791931
DRX Revolution Mobile X-Ray System,Other,0.5790033936500549
"NovoTHOR Gen 2.0 whole body red light therapy bed, model S1176",Infusion Pumps,0.6330546140670776
"G041 POD, THOR NOVO GEN 2.0 XL whole body red light therapy bed, model S1177
",Blood Pumps,0.6415435075759888
"NovoTHOR Gen 2.5 Regular whole body red light therapy bed, model S2183",Infusion Pumps,0.6650801301002502
"NovoTHOR Gen 2.5 XL whole body red light therapy bed, model S2184.",Blood Pumps,0.6613030433654785
"BIOFIRE Blood Culture Identification 2 (BCID2) Panel, REF: RFIT-ASY-0147, used with Maine Molecular Quality Controls, Inc (MMQCI) FilmArray BCID2 Control Panel M416, which is referenced in Quality Control Materials for use with BIOFIRE FILMARRAY and BIOFIRE SPOTFIRE Panels - FLM1-PRT-0251",Blood Pumps,0.6594011187553406
RAPIDPOINT 500e Blood Gas System,Other,0.5840370655059814
RAPIDPOINT 500 Blood Gas System,Blood Pumps,0.691304087638855
"ICM LNQ22 LINQ II, Model LNQ22; Insertable Cardiac Monitor",Cardiac Assist Devices,1.0
"CF-HQ190L EVIS EXERA III COLONOVIDEOSCOPE


",Other,0.38193047046661377
"GIF-H190, EVIS EXERA III GASTROINTESTINAL VIDEOSCOPE



",Other,0.46831703186035156
"GIF-HQ190, EVIS EXERA III GASTROINTESTINAL VIDEOSCOPE




",Other,0.46831703186035156
"PCF-H190DL, EVIS EXERA III COLONOVIDEOSCOPE
",Other,0.4205907881259918
"PCF-H190L, EVIS EXERA III COLONOVIDEOSCOPE
",Other,0.4205907881259918
"Lugol s Iodine Solution 500ML, Part Number 624-71",Other,0.5195533037185669
"Acumen IQ Sensor, REFs: AIQS6, AIQS65, AIQS6R, AIQS6R5, AIQS8, AIQS85, AIQS8R5, Rx only, Sterile EO. For use in intravascular pressure monitoring.",Monitoring Devices,1.0
"Acumen IQ Sensor with VAMP System, REFs: AIQS6AZ & AIQS6AZ5, STERILEEO, Rx only. For use in intravascular pressure monitoring.",Monitoring Devices,1.0
"FloTrac Sensor, REF: MHD8 & MHD85,MHD6R5, MHD8R, MHD8R5, MHD8S, STERILEEO, Rx only. For use in intravascular pressure monitoring.",Monitoring Devices,1.0
"FloTrac Sensor with Vamp System, REF: MHD6AZ, MHD6AZ5 , MHD6C502 STIRLEEO, Rx only. For use in intravascular pressure monitoring.",Monitoring Devices,1.0
"TruWave Pressure monitoring set, REF: PX212: cc/12 in (30cm), PX260: (3 cc/60in (150cm), PX272: 3 cc/72in (180cm), PX284: 3 cc/84 in (210 cm), PX2X2: x2 (3cc), PX3X3284C: X3 (3cc), PX4X4: x4 (3cc), PX600F (3cc), PXMK1876: x 3 (3 cc), PXMK1940: (3 cc), PXMK2024: (3cc)/77 in (196cm),PXMK2041: (3 cc), PXMK2321: (3cc)/48in (122cm), PXMK2331: x4 (3cc)/12 in (30cm), PXMK9146: x 2 (3cc), PXMK1876: x3(3cc), PXVK1099:(3cc)/62in (157cm), PXMK0102: x2 (3cc)/84in (213cm), PXMK2043:X3(3CC),  T001657A: x2 (3cc)/210cm, T001658A: x2 (3cc)/180 cm, T001660A: X3 (3CC)/150CM, T001709A: X2 (3 cc)/210 cm,T001767A: (3cc)/60in (150cm), T321573A: (3cc)/66 in (165cm), T433803A (3cc)/200cm, T441T01C: (3cc)/225 cm, T494C00B: (3 cc)/180 cm,",Monitoring Devices,1.0
"TruWave with Vamp System Pressure monitoring set, 
REF: PXAVMP(3cc)/VAMP 68 in (173cm)
PXAVMP3: x3 (3cc)/VAMP
PXVK0364:(3cc)/VAMP 96in (241cm);
PXVK0853: x3 (3cc)/VAMP 76in (193cm);
PXVK0996:(3cc)/VAMP 68in (174cm);
PXVMP2X21: x2 (3cc)/VAMP;
PXVMP2X22: x2 (3cc)/VAMP 63 in (160cm);
PXVMP3X32: x3 (3cc)/VAMP 75in (190cm);
PXVP0041: (3cc)/VAMP Plus 96in (244cm);
PXVP0550: x3 (3cc)/VAMP Plus 91 in (231cm);
PXVP1071: x3 (3cc)/VAMP Plus 87in (221cm);
PXVP1087: x4(3cc)/VAMP Plus;
PXVP2260: (3cc)/VAMP Plus 60in (150cm);
PXVP2272: (3cc)/VAMP Plus 72in (180cm);
PXVP2284: (3cc)/VAMP Plus 84in (210cm);
PXVP2284AT3: (3cc)/VAMP Plus 84in (210cm);
PXVP23X3: x3: (3cc)/VAMP Plus;
PXVP23X3AT3: x3 (3cc)/VAMP Plus;
PXVP2X2AT3: x2 (3cc)/VAMP Plus;
PXVPL0111: (3cc)/VAMP Plus 84in (213cm);
PXVMP160: 3cc/VAMP 60 in (150cm);
PXVMP172: 3cc/VAMP 72in)180cm);
PXVMP184:3cc/VAMP 84in (210cm);
PXVMP260:3cc/VAMP 60in (150cm);
PXVFL10017: (3cc)/VAMP Flex 83in (210cm);
PXVP0034: (3cc)/VAMP Plus 87in (220cm);
T001691A: (3cc)/VAMP Plus;
T001691M: (3cc)/VAMP Plus (215cm);
T001744M:(3cc)/VAMP 93in (236 cm);
T100671M: x3(3cc)/VAMP Plus (215cm);
T001760A :x2(3cc)/VAMP Plus;
T001765A: (3cc)/60in (150cm);
T005021M: (3cc)/VAMP Flex (195cm);
T005089M: x2 (3cc)/VAMP Flex (195 cm) ;
T005091M: x3(3cc)/VAMP Flex (195cm);
T434501B: x2(3cc)/VAMP 88in (225cm);
T440B26B: x2 (3cc)/VAMP 88in (225cm);
T450545A: x3 (3cc)/VAMP 75in (190cm);
T460241A: (3cc)/VAMP Plus 69in (175cm);
T530219D: x2 (3cc)/VAMP Plus 65in (165cm)



",Monitoring Devices,1.0
"Alinity m HCV AMP kit, List (REF) Numbers:  a) 08N50-095 and b) 08N50-090.
The Alinity m HCV assay is an in vitro reverse transcription-polymerase chain reaction (RT-PCR) assay for use with the automated Alinity m System to detect and quantitate hepatitis C virus (HCV) RNA in human serum or plasma.",Blood Pumps,0.6790341734886169
"Da Vinci Single-Site Wristed Needle Driver, REF: 478115, 5 mm",Anesthesia Equipment,0.6217944025993347
"with Notch 22M/15F sold as part of Breas Medical MPV circuit 2 pc  Kits: 006093, 006653,  an accessory to  ventilator device, Vivo 45LS.

intended for partial insertion into a patient's mouth (in between the lips) to facilitate access to the respiratory system.",Ventilation and Respiratory Devices,1.0
"BD Insyte Autoguard BC Shielded IV Catheter with Blood Control Technology 20GA X 1.00in, REF: 382533",Catheters,1.0
"SENTIERO, mobile medical devices for hearing examinations, Model Number SOH100098, Part Number 100098",Ventilation and Respiratory Devices,0.6171450614929199
"SENTIERO Screening2, mobile medical devices for hearing examinations, Model Number SOH100098, Part Number 100098-S2",Other,0.5898009538650513
"AuDX PRO, mobile medical devices for hearing examinations, Model Number SOH100098, Part Number 100098-AUP",Other,0.5907151699066162
"SENTIERO SCREENING, mobile medical devices for hearing examinations, Model Number SOH100098, Part Number 100098-S",Monitoring Devices,0.6060431599617004
Achieva 1.5T,Other,0.5926553606987
Achieva 1.5T Conversion,Other,0.5879225730895996
Achieva 1.5T Initial System,Other,0.5900779962539673
Ingenia 1.5T CX,Anesthesia Equipment,0.6380718946456909
Intera 1.5T,Anesthesia Equipment,0.7446593642234802
Intera 1.5T Power/Pulsar,Other,0.5610388517379761
SmartPath to dStream for 1.5T,Other,0.5544874668121338
"ORION System with software OSS v6.0 and OSS v7.0- An electro-mechanical robotic arm for patient positioning in Radiation Therapy, Radiology, or Radiology image-guided treatment environment.
Part Number: 1SOPT00003
",Imaging/Radiology Systems,1.0
"ORION System with software OSS v6.0 and OSS v7.0- An electro-mechanical robotic arm for patient positioning in Radiation Therapy, Radiology, or Radiology image-guided treatment environment.
Part Number: 1SOPT00009",Imaging/Radiology Systems,1.0
"Ventlab, LLC AirFlow manual resuscitator devices with integrated manometer, multiple accessory configurations to include: 

1.	AirFlow Adult Resuscitator REF #s: AF1140MB-M5, AF1140MB-D5, AF5142OB, AF5142MB, AF5142MB-D235, AF1142MBP, AF5142MBP, AF5140MB, AF5140MB-2, AF5140MB-D6, AF5140MB-F, AF1140MB-T, AF1140MB-PW, AF5140MB-PW, AF1140MB-I, AF5140MB-I, AF5140MBN, AF1140MBS, AF5140MBS, AF1140MB-X, AF5140MB-X, AF1140MB-P, AF5140MBP, AF1140MB-K, AF5140MBS-I,AF5140MBPF-G10, AF5140MBP-G10, AF1140MBP-T, AF5140MBP-I, AF1140MBP-K, AF1140MBC-N, AF1140MBP-2, AF1140MC, AF5140MC, AF1140MCP, AF5140MC-P, AF1100MB, AF5100MB, AF5100MC, AF1140MC-M5, AF1140MB-TM5, AF1140MBP-TM5, AF1100MC, AF1140OB, AF1140MBP-M5, AFW1140MB,AF1140MBS-P, AF1000MBN-20, AF5102MBP, AF1100MB-N, AF1100MC-P, AF1140MB, AF1140MB-E, AF1140MB-N, AF1140MB-R, AF1140MBS-K, AF1140MBSP-I, AF1142MB, AF1100MBS, AF1100MB-MMC, AF1100MB-PWG1, AF1100MBP; 

2.	AirFlow Child Resuscitator REF #s: AF4100MCP, AF4140MB, AF4140MB-I, AF4140MBP, AF4140MB-PI, AF4100MB, AF4100MBP, AF4100OB, AF4140MB-D23, AF4140OBP, AF4140MCP-D3, AF4140MC; 

3.	AirFlow Infant Resuscitator REF #s: AF3140OB, AF3144MB, AF3104MB-PW, AF3100MBP- M0D1, AF3100MBP- M012, AF3140MB-M000, AF3140MB-D2, AF3140MB-D1, AF3140MB-S1, AF3140MB-2B, AF3140MB-I, AF3140MB-K, AF3100MB-PW, AF3100MB-PTS1, AF3100MB-M0- D1, AF3100OC, AF3100MC-2, AF3100MC, AF3106MC-2, AF3140MCP-K, AF3140MC-2B, AF3100MCP-2, AF3140MC- M0D12, AF3144MCP- M1M00, AF3100OB, AF3140MB, AF3140MB-M0, AF3140MB-2, AF3140MB-M1, AF3140MB-PW, AF3140MB-P, AF3140MB-D12I, AF3140MBP-2, AF3140MC, AF3140MCP, AF3140MCPF, AF3100MB, AF3100MB-M0, AF3100MB-2, AF3100MB-M1, AF3100MB-X, AF3100MBP, AF3100MB-M01, AF3100MBP-M01, AF3100MBP-2, AF3100MBP-D12, AF3100MCP; 

4.	AirFlow Pediatric Resuscitator REF #s: AF2100OB, AF2100MB-3, AF2102OB, AF2100MB-D5, AF2140OB, AF2102MBP-2, AF2102MBPW-D4, AF2102MBP-M3, AF2140MB-2, AFW2142OB, AF2140MB-D4, AF2140MB-D43, AF2140MB-P2, AF2144MB, AFW2142MB-2, AF2142MB-D3, AF2242MBP, AF2142MBS-I,  AF2142MBP- 224OT, AF2140MBPW- D23, AF2140MB-I, AF2140MB-K, AF2140MB-S, AF2140MBP-K, AF2100MB-PW, AF2100MB-MMC, AF2102MBP, AF2100MB- PWTS4, AF2140MCPF, AF2100MC, AF2102MC, AF2142MC-M01, AF2140MC, AF2142MC-D34, AF2140MCP-D4, AF2140MC-PT, AF2140MCP-K, AF2142MCP, AF2100MCP, AF2102MB, AF2102MCP, AF2102MC-PT, AF2142OB, AF2142OBNS, AF2142MB, AF2142MB-3, AF2142MB-2, AF2142MB-M5E, AF2142MB-PW, AF2142MBP, AF2142MB-K, AF2142MBP-2, AF2142MC-3, AF2142MCP-D4, AF2140MB, AF2140MB-PW, AF2140MBP, AF1142OB, AF2100MB;

5.	AirFlow Small Adult Resuscitator REF #s: AF5140MC-D6, AF5140MB-M5, AF5100MB-D5, AF5142MBP-M5, AF5140MBPW-D5, AF5140MBPWTD5, AF5140MBP-D5, AF5140MBP-D6, AF5140MBPW- M5, AF5140MBP-M5, AFN5140MB, AF5140MB-OT, AF5140MB-T, AFD5140MB-T, AF5140MB-K, AF5140MBS-R, AF5140MBS-P, AF5140MB-PT, AF5140MB-ST, AF5140MCP-K, AF5100MB-PW, AF5102MB-N, AF5140MBS-M5.

6.   Ventlab, LLC Resuscitation Kit REF # MC1000. 

",Anesthesia Equipment,0.6185858845710754
"Ventlab, LLC BreathTech manual resuscitators with integrated manometer, multiple accessory configurations to include:

1.	BreathTech Adult Resuscitator REF #s: BT5107F & BT5104P;

2.	BreathTech Child Resuscitator REF #s: BT3030, BT3034, & BT3025;	 

3.	BreathTech Infant Resuscitator REF #s: BT2415K, BT2416, BT2032, BT2016, BT2035, BT2216, BT2036, BT2023, BT2026, BT2220-2, BT2020, BT2220, BT2220F, BT2215, BT2415, BT2014, BT2027, BT2015, BT2029, BT2037, BT2048, BT2034, BT2034W, BT2234, BT2234FK;

4.	BreathTech Pediatric Resuscitator REF #s: BT4016, BT4019, BT4013, BT4018, BT4013F, BT4015, BT4006-N, BT4040, BT4022, BT4045, BT4024.
",Anesthesia Equipment,0.6010981798171997
"Ventlab, LLC Horizon manual resuscitators with integrated manometer, multiple accessory configurations to include:

1.	Horizon Adult Resuscitator REF #s: 9122HZ, HZI9000, HZI9108, 9106HZ, 9110HZ, 9120HZ, 9111HZ, 9100HZ, 9105HZ, 9108HZ, 9006HZ, 9002HZ; 

2.	Horizon Infant Resuscitator REF #s: 6112HZ, 6123HZ, 6125HZ, 6200HZ, 6106HZ, 6118HZ, 6107HZ, 6013HZ, 6117HZ, 6116HZ, 6019HZ, HZI6000, 6009HZ;

3.	Horizon Pediatric Resuscitator REF #s: 8106HZ, 8119HZ, 8115HZ, 8107HZ, 8010HZ, 8004HZ, 8105HZ, 8113HZ, 8109HZ, 8116HZ, 8003HZ, HZI8100;
",Anesthesia Equipment,0.6117162108421326
"Ventlab, LLC RescuMed manual resuscitators with integrated manometer, multiple accessory configurations to include:

1.	RescuMed Adult Resuscitator REF #s: BVM510-F, BVMB510-10, BVMB510-F, BVMB510S-F;

2.	RescuMed Infant Resuscitator REF #s: BVMB710 & BVMB710-F;

3.	RescuMed Pediatric Resuscitator REF #s: BVMB812, BVMB812-F, BVMB810, BVMB810-F, BVMB810S-F.
",Anesthesia Equipment,0.7852610945701599
"Ventlab, LLC SafeSpot manual resuscitators with integrated manometer, multiple accessory configurations to include:

1.	SafeSpot Infant Resuscitator REF #s: SS3200OBPC-T, SS3204MB-D12, SS3200MB-2, SS3200MB-D1, SS3200OBP, SS3200MB-MMC, SS3200MBP-M00, SS3200MB-PW, SS3200MBP-2I, SS3200MBF-2, SS3204MBF-2, SS3200MB- PWS10, SS3206MCP-S1, SS3204MB, SS3204MC-P2, SS3200MB, SS3200MBP-2, SS3200MBF, SS3200MB-I, SS3200MBP, SS3200OB, SS3200MC, SS3200MC-P2;

2.	SafeSpot Safe Spot Bag, D1 Mask with Inflation Bag Reservoir, Manometer, PEEP Valve, and 40cm Pop-Off REF # PRO-1927.

",Anesthesia Equipment,0.6131011843681335
"Ventlab, LLC  STAT-Check manual resuscitators with integrated manometer, multiple accessory configurations to include:

1.	STAT-Check Adult Resuscitator REF #: SC9101B;

2.	STAT-Check Infant Resuscitator RES #s: SC7101B & SC7101B-M0; 

3.	STAT-Check Pediatric Resuscitator REF #: SC8121B.
",Anesthesia Equipment,0.6574450731277466
